RowN,Line,WorkcellId,Workcell,tShift,tStartHour,SH,OEE,Availability,Performance,Quality,dGoodParts,sScrapParts,dTotalParts,dScrapPcnt,MaxParts,DownTime,TotalTime,IdealAvailTime,lFaultCount,FaultTime,RunTime,AvailableTime,MTBF,MTTR,PlannedDownTime,SpeedLoss,ActualCylceTime,IdealCylceTime,CycleTimeDiff,IdealLostParts,IdealLostPartsMinutes,IdealScrapPartsMinutes,ActualScrapPartsMinutes,tStartHourMachine
12,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 10:00:00.000,10,45.7040000106413,89.6609721966095,86.1288898905116,59.1836734693878,8352,5760,14112,0.408163265306122,18274.1116708721,6.20341668058994,60,59.9999999860302,0,0,53.7965833054402,59.9999999860302,0,0,1.39698386192322E-08,13.8711101094884,0.228726969836055,0.197,-0.0317269698360555,4162.11167087213,13.6655999860302,18.912,21.9577891042613,2019-4-7 10_Cooling
13,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 11:00:00.000,11,47.2800000110082,91.036920801256,86.5582879174664,60,8640,5760,14400,0.4,18274.1116708721,5.37784751799429,60,59.9999999860302,0,0,54.6221524680359,59.9999999860302,0,0,1.39698234609871E-08,13.4417120825336,0.22759230195015,0.197,-0.0305923019501495,3874.11167087213,12.7199999860302,18.912,21.8488609872144,2019-4-7 11_Cooling
14,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 12:00:00.000,12,52.0080000121091,89.1140235424856,84.8889961539528,68.75,9504,4320,13824,0.3125,18274.1116708721,6.53158587298791,60,59.9999999860302,0,0,53.4684141130423,59.9999999860302,0,0,1.39698386192322E-08,15.1110038460472,0.232067769587857,0.197,-0.035067769587857,4450.11167087212,14.6111999860301,14.184,16.7088794103257,2019-4-7 12_Cooling
15,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 13:00:00.000,13,44.1280000102744,90.9351110986008,86.655197388943,56,8064,6336,14400,0.44,18274.1116708721,5.43893333957319,60,59.9999999860302,0,0,54.561066646457,59.9999999860302,0,0,1.39698461983547E-08,13.344802611057,0.227337777693571,0.197,-0.0303377776935707,3874.11167087213,12.7199999860302,20.8032,24.0068693244411,2019-4-7 13_Cooling
16,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 14:00:00.000,14,47.2800000110082,89.5780000072747,86.2086673197757,61.2244897959184,8640,5472,14112,0.387755102040816,18274.1116708721,6.25319999417923,60,59.9999999860302,0,0,53.7467999918509,59.9999999860302,0,0,1.39698386192322E-08,13.7913326802243,0.228515306087802,0.197,-0.0315153060878016,4162.11167087213,13.6655999860302,17.9664,20.8405959152075,2019-4-7 14_Cooling
17,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 15:00:00.000,15,53.584000012476,91.16533330745,84.707637449804,69.3877551020408,9792,4320,14112,0.306122448979592,18274.1116708721,5.3008000142958,60,59.9999999860301,0,0,54.6991999717343,59.9999999860301,0,0,1.39698765148448E-08,15.292362550196,0.232564625730163,0.197,-0.035564625730163,4162.11167087212,13.6655999860301,14.184,16.7446530525717,2019-4-7 15_Cooling
18,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 16:00:00.000,16,44.1280000102744,89.3601944196413,86.4187914087689,57.1428571428571,8064,6048,14112,0.428571428571429,18274.1116708721,6.38388334672885,60,59.9999999860302,0,0,53.6161166393013,59.9999999860302,0,0,1.39698461983547E-08,13.5812085912311,0.227959679588866,0.197,-0.0309596795888661,4162.11167087213,13.6655999860302,19.8576,22.9783357025577,2019-4-7 16_Cooling
19,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 17:00:00.000,17,44.1280000102744,91.4896388536903,86.1299716619973,56,8064,6336,14400,0.44,18274.1116708721,5.10621668659697,60,59.9999999860302,0,0,54.8937832994332,59.9999999860302,0,0,1.39698386192322E-08,13.8700283380027,0.228724097080972,0.197,-0.0317240970809716,3874.11167087213,12.7199999860302,20.8032,24.1532646517506,2019-4-7 17_Cooling
20,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 18:00:00.000,18,40.9760000095405,89.5040555478084,86.2798892690746,53.0612244897959,7488,6624,14112,0.469387755102041,18274.1116708721,6.29756666984869,60,59.9999999860302,0,0,53.7024333161815,59.9999999860302,0,0,1.39698234609871E-08,13.7201107309254,0.228326672262676,0.197,-0.0313266722626763,4162.11167087213,13.6655999860302,21.7488,25.2072646177995,2019-4-7 18_Cooling
21,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 19:00:00.000,19,33.0960000077058,64.6712221182515,87.7299023504891,58.3333333333333,6048,4320,10368,0.416666666666667,18274.1116708721,21.1972667241138,60,59.9999999860302,2,2.10541666512998,38.8027332619164,59.9999999860302,1164.08199785749,1,1.39698386192322E-08,12.2700976495109,0.224552854524979,0.197,-0.0275528545249792,7906.11167087213,25.9583999860302,14.184,16.1678055257985,2019-4-7 19_Cooling
22,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 20:00:00.000,20,48.8560000113752,91.7315277876494,85.9028535976882,62,8928,5472,14400,0.38,18274.1116708721,4.96108332625528,60,59.9999999860302,0,0,55.0389166597749,59.9999999860302,0,0,1.39698386192322E-08,14.0971464023119,0.229328819415729,0.197,-0.0323288194157286,3874.11167087213,12.7199999860302,17.9664,20.9147883307145,2019-4-7 20_Cooling
