RowN,Line,WorkcellId,Workcell,tShift,tStartHour,SH,OEE,Availability,Performance,Quality,dGoodParts,sScrapParts,dTotalParts,dScrapPcnt,MaxParts,DownTime,TotalTime,IdealAvailTime,lFaultCount,FaultTime,RunTime,AvailableTime,MTBF,MTTR,PlannedDownTime,SpeedLoss,ActualCylceTime,IdealCylceTime,CycleTimeDiff,IdealLostParts,IdealLostPartsMinutes,IdealScrapPartsMinutes,ActualScrapPartsMinutes,tStartHourMachine
23,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 21:00:00.000,21,47.2800000110082,89.3361111167514,84.6779640080263,62.5,8640,5184,13824,0.375,18274.1116708721,6.39833332845941,60,59.9999999860302,0,0,53.6016666575708,59.9999999860302,0,0,1.39698158818646E-08,15.3220359919737,0.232646122645706,0.197,-0.0356461226457065,4450.11167087214,14.6111999860302,17.0208,20.100624996589,2019-4-7 21_Cooling
24,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 22:00:00.000,22,47.2800000110082,89.5017499707543,86.282111850566,61.2244897959184,8640,5472,14112,0.387755102040816,18274.1116708721,6.29895001608084,60,59.9999999860302,0,0,53.7010499699493,59.9999999860302,0,0,1.39698310401097E-08,13.717888149434,0.22832079068856,0.197,-0.0313207906885601,4162.11167087213,13.6655999860302,17.9664,20.8228561107967,2019-4-7 22_Cooling
25,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-07 23:00:00.000,23,42.5520000099074,91.0476388764047,86.5480983261043,54,7776,6624,14400,0.46,18274.1116708721,5.37141667290653,60,59.9999999860302,0,0,54.6285833131236,59.9999999860302,0,0,1.39698461983547E-08,13.4519016738957,0.227619097138015,0.197,-0.0306190971380152,3874.11167087214,12.7199999860302,21.7488,25.1291483240369,2019-4-7 23_Cooling
26,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 00:00:00.000,0,44.1280000102744,88.9355554722131,85.0593439439961,58.3333333333333,8064,5760,13824,0.416666666666667,18274.1116708721,6.63866671512648,60,59.9999999860302,0,0,53.3613332709037,59.9999999860302,0,0,1.39698386192322E-08,14.9406560560039,0.231603008988297,0.197,-0.0346030089882973,4450.11167087213,14.6111999860302,18.912,22.2338888628765,2019-4-8 0_Cooling
27,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 01:00:00.000,1,47.2800000110082,91.4949166314692,86.1250033548248,60,8640,5760,14400,0.4,18274.1116708721,5.1030500199303,60,59.9999999860302,0,0,54.8969499660999,59.9999999860302,0,0,1.39698234609871E-08,13.8749966451752,0.228737291525416,0.197,-0.031737291525416,3874.11167087213,12.7199999860302,18.912,21.9587799864399,2019-4-8 1_Cooling
28,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 02:00:00.000,2,47.2800000110082,83.9091156073601,86.3982411113869,65.2173913043478,8640,4608,13248,0.347826086956522,18274.1116708721,9.65453063333606,60,59.9999999860302,0,0,50.3454693526941,59.9999999860302,0,0,1.39698461983547E-08,13.6017588886131,0.228013901053868,0.197,-0.0310139010538682,5026.11167087213,16.5023999860302,15.1296,17.5114676009371,2019-4-8 2_Cooling
29,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 03:00:00.000,3,44.1280000102743,91.0984122163129,84.7698638639408,57.1428571428571,8064,6048,14112,0.428571428571429,18274.1116708721,5.34095266896871,60,59.9999999860302,0,0,54.6590473170615,59.9999999860302,0,0,1.39698158818646E-08,15.2301361360592,0.232393908660976,0.197,-0.0353939086609756,4162.11167087213,13.6655999860302,19.8576,23.4253059930263,2019-4-8 3_Cooling
30,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 04:00:00.000,4,47.2800000110082,89.1287221469962,86.6432258398341,61.2244897959184,8640,5472,14112,0.387755102040816,18274.1116708721,6.52276671028361,60,59.9999999860302,0,0,53.4772332757465,59.9999999860302,0,0,1.39698461983547E-08,13.3567741601659,0.227369189097562,0.197,-0.0303691890975618,4162.11167087213,13.6655999860302,17.9664,20.7360700456976,2019-4-8 4_Cooling
31,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 05:00:00.000,5,48.8560000113752,91.0997500439507,86.4985908087897,62,8928,5472,14400,0.38,18274.1116708721,5.34014997238628,60,59.9999999860301,0,0,54.6598500136439,59.9999999860301,0,0,1.39698613565997E-08,13.5014091912103,0.22774937505685,0.197,-0.0307493750568496,3874.11167087213,12.7199999860302,17.9664,20.7707430051847,2019-4-8 5_Cooling
32,Line1,1000029,Cooling,2019-04-07 06:59:57.000,2019-04-08 06:00:00.000,6,42.5829416668302,89.3720831507421,84.7054300838119,56.25,7776,6048,13824,0.4375,18260.8333187491,6.37211662793917,59,59.9564027298927,0,0,53.5842861019535,59.9564027298927,0,0,-0.00640272989272338,15.2945699161881,0.232570686206396,0.197,-0.0355706862063956,4436.83331874906,14.5676027298927,19.8576,23.4431251696047,2019-4-8 6_Cooling
33,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 06:00:00.000,6,0,100,0,0,0,0,0,0,13.2783521230753,0,0,0.0435972561374307,0,0,0.0435972561374307,0.0435972561374307,0,0,0.00640274386256933,0,0,0.197,0,13.2783521230753,0,0,0,2019-4-8 6_Cooling
34,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 07:00:00.000,7,53.584000012476,87.0064445566962,81.5112034261998,75.5555555555556,9792,3168,12960,0.244444444444444,18274.1116708721,7.79613326416711,60,59.9999999860302,1,1.10088332853702,52.2038667218631,59.9999999860302,3132.23200331178,1,1.39698386192322E-08,18.4887965738002,0.241684568156773,0.197,-0.0446845681567733,5314.11167087212,17.4479999860301,10.4016,12.7609451986776,2019-4-8 7_Cooling
35,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 08:00:00.000,8,40.9760000095405,89.059527860136,86.7105427947663,53.0612244897959,7488,6624,14112,0.469387755102041,18274.1116708721,6.56428328238999,60,59.9999999860302,0,0,53.4357167036402,59.9999999860302,0,0,1.39698234609871E-08,13.2894572052337,0.227192673059695,0.197,-0.0301926730596946,4162.11167087213,13.6655999860302,21.7488,25.0820711057903,2019-4-8 8_Cooling
36,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 09:00:00.000,9,52.0080000121091,91.1487777518906,84.7230230867011,67.3469387755102,9504,4608,14112,0.326530612244898,18274.1116708721,5.31073334762913,60,59.9999999860302,0,0,54.689266638401,59.9999999860302,0,0,1.39698386192322E-08,15.2769769132989,0.232522392170072,0.197,-0.0355223921700723,4162.11167087213,13.6655999860302,15.1296,17.8577197186616,2019-4-8 9_Cooling
37,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 10:00:00.000,10,44.1280000102744,89.1853888924763,86.5881743377079,57.1428571428571,8064,6048,14112,0.428571428571429,18274.1116708721,6.48876666300346,60,59.9999999860301,0,0,53.5112333230267,59.9999999860301,0,0,1.39698537774772E-08,13.4118256622921,0.227513747121712,0.197,-0.0305137471217121,4162.11167087212,13.6655999860301,19.8576,22.9333857098686,2019-4-8 10_Cooling
38,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 11:00:00.000,11,47.2800000110082,91.294388860578,84.5878930587008,61.2244897959184,8640,5472,14112,0.387755102040816,18274.1116708721,5.22336668243706,60,59.9999999860301,0,0,54.7766333035931,59.9999999860301,0,0,1.39698537774772E-08,15.4121069412992,0.232893849079903,0.197,-0.0358938490799026,4162.11167087212,13.6655999860301,17.9664,21.2399190360871,2019-4-8 11_Cooling
39,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 12:00:00.000,12,52.008000012109,88.9288332849139,86.8379772515025,67.3469387755102,9504,4608,14112,0.326530612244898,18274.1116708721,6.64270002750506,60,59.9999999860302,0,0,53.3572999585251,59.9999999860302,0,0,1.39698234609871E-08,13.1620227484975,0.226859268531144,0.197,-0.0298592685311443,4162.11167087214,13.6655999860302,15.1296,17.4227918231919,2019-4-8 12_Cooling
40,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 13:00:00.000,13,45.7040000106413,91.4241666160084,86.1916525302503,58,8352,6048,14400,0.42,18274.1116708721,5.14550002919696,60,59.9999999860302,0,0,54.8544999568332,59.9999999860302,0,0,1.39698310401097E-08,13.8083474697497,0.228560416486805,0.197,-0.0315604164868051,3874.11167087213,12.7199999860302,19.8576,23.03888998187,2019-4-8 13_Cooling
41,Line1,1000029,Cooling,2019-04-08 06:59:57.000,2019-04-08 14:00:00.000,14,44.1280000102744,84.8532220309824,81.7222945179688,63.6363636363636,2016,1152,3168,0.363636363636364,4568.52791771803,2.27201669482365,15,14.9999999965075,0,0,12.7279833016839,14.9999999965075,0,0,3.49246154958867E-09,18.2777054820312,0.241060289804619,0.197,-0.0440602898046191,1400.52791771803,4.59839999650754,3.7824,4.62835756424869,2019-4-8 14_Cooling
42,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 00:00:00.000,0,80.0000000186264,90.900162766549,88.0086433113254,100,14400,0,14400,0,17999.999995809,5.45990233879934,60,59.9999999860302,0,0,54.5400976472308,59.9999999860302,0,0,1.39698234609871E-08,11.9913566886746,0.227250406863462,0.2,-0.0272504068634617,3599.99999580905,11.9999999860302,0,0,2019-4-7 0_Depositor
43,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 01:00:00.000,1,78.4000000182539,88.6724444203608,88.4152912787547,100,14112,0,14112,0,17999.9999958091,6.79653334620111,60,59.9999999860301,0,0,53.2034666398291,59.9999999860301,0,0,1.39698537774772E-08,11.5847087212453,0.226205215305396,0.2,-0.0262052153053958,3887.99999580905,12.9599999860302,0,0,2019-4-7 1_Depositor
44,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 02:00:00.000,2,75.2000000175088,87.2743055317672,86.1651084581091,100,13536,0,13536,0,17999.999995809,7.63541667916191,60,59.9999999860302,0,0,52.3645833068683,59.9999999860302,0,0,1.39698083027421E-08,13.8348915418909,0.232112514658104,0.2,-0.0321125146581039,4463.99999580905,14.8799999860302,0,0,2019-4-7 2_Depositor
45,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 03:00:00.000,3,76.8000000178813,90.8154444473507,84.5671135402584,100,13824,0,13824,0,17999.999995809,5.51073333030654,60,59.9999999860302,0,0,54.4892666557236,59.9999999860302,0,0,1.39698234609871E-08,15.4328864597416,0.236498553193245,0.2,-0.0364985531932448,4175.99999580904,13.9199999860301,0,0,2019-4-7 3_Depositor
46,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 04:00:00.000,4,80.0000000186264,88.9537777508621,89.9343479741658,100,14400,0,14400,0,17999.999995809,6.62773334793958,60,59.9999999860302,0,0,53.3722666380906,59.9999999860302,0,0,1.39698461983547E-08,10.0656520258342,0.222384444325377,0.2,-0.0223844443253773,3599.99999580904,11.9999999860301,0,0,2019-4-7 4_Depositor
47,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 05:00:00.000,5,80.0000000186264,90.9563611619615,87.9542661960435,100,14400,0,14400,0,17999.999995809,5.42618330155971,60,59.9999999860302,0,0,54.5738166844705,59.9999999860302,0,0,1.39698310401097E-08,12.0457338039565,0.22739090285196,0.2,-0.0273909028519601,3599.99999580904,11.9999999860302,0,0,2019-4-7 5_Depositor
48,Line1,1000027,Depositor,2019-04-06 18:59:58.000,2019-04-07 06:00:00.000,6,76.8501416503163,88.6144880075906,86.7241275983375,100,13824,0,13824,0,17988.255718385,6.82685004014,59,59.9608523946166,0,0,53.1340023544766,59.9608523946166,0,0,-0.0108523946166088,13.2758724016625,0.230616329663527,0.2,-0.030616329663527,4164.25571838499,13.8808523946166,0,0,2019-4-7 6_Depositor
49,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 06:00:00.000,6,0,100,0,0,0,0,0,0,11.7442774240673,0,0,0.0391475914135575,0,0,0.0391475914135575,0.0391475914135575,0,0,0.0108524085864425,0,0,0.2,0,11.7442774240673,0,0,0,2019-4-7 6_Depositor
50,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 07:00:00.000,7,60.800000014156,85.9968610851886,74.421320972986,95,10944,576,11520,0.05,17999.999995809,8.40188334693064,60,59.9999999860302,2,3.00548333263484,51.5981166390995,59.9999999860302,1547.94349917299,1,1.39698234609871E-08,25.578679027014,0.268740190828643,0.2,-0.0687401908286433,6479.99999580905,21.5999999860302,1.92,2.57990583195498,2019-4-7 7_Depositor
51,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 08:00:00.000,8,76.8000000178813,89.2559484663947,86.0446853542729,100,13824,0,13824,0,17999.999995809,6.44643091866225,60,59.9999999860302,0,0,53.5535690673679,59.9999999860302,0,0,1.39698158818646E-08,13.9553146457271,0.232437365743784,0.2,-0.0324373657437843,4175.99999580904,13.9199999860301,0,0,2019-4-7 8_Depositor
52,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 09:00:00.000,9,80.0000000186264,90.3732736863318,88.5217462590665,100,14400,0,14400,0,17999.999995809,5.77603578685609,60,59.9999999860302,0,0,54.2239641991741,59.9999999860302,0,0,1.39698386192322E-08,11.4782537409335,0.225933184163225,0.2,-0.0259331841632253,3599.99999580904,11.9999999860302,0,0,2019-4-7 9_Depositor
53,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 10:00:00.000,10,78.4000000182539,89.0255277423676,88.064628209941,100,14112,0,14112,0,17999.999995809,6.58468335304633,60,59.9999999860302,0,0,53.4153166329838,59.9999999860302,0,0,1.39698310401097E-08,11.935371790059,0.227105938065407,0.2,-0.0271059380654073,3887.99999580904,12.9599999860302,0,0,2019-4-7 10_Depositor
54,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 11:00:00.000,11,78.4000000182538,90.8098333516827,86.3342626283997,100,14112,0,14112,0,17999.999995809,5.51409998770654,60,59.9999999860302,0,0,54.4858999983236,59.9999999860302,0,0,1.39698234609871E-08,13.6657373716003,0.231657738088111,0.2,-0.0316577380881106,3887.99999580904,12.9599999860302,0,0,2019-4-7 11_Depositor
55,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 12:00:00.000,12,78.4000000182539,88.5326666190345,88.5548837646757,100,14112,0,14112,0,17999.9999958091,6.88040002697731,60,59.9999999860302,0,0,53.1195999590529,59.9999999860302,0,0,1.39698310401097E-08,11.4451162353243,0.225848639281687,0.2,-0.0258486392816873,3887.99999580905,12.9599999860302,0,0,2019-4-7 12_Depositor
56,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 13:00:00.000,13,78.5626922818524,90.8374895602527,86.4870800174872,100,14400,0,14400,0,18329.3107475726,5.59808336926686,61,61.0977024919088,0,0,55.4996191226419,61.0977024919088,0,0,-0.014369158575452,13.5129199825128,0.231248413011008,0.2,-0.0312484130110079,3929.31074757263,13.0977024919088,0,0,2019-4-7 13_Depositor
57,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 14:00:00.000,14,78.2312438925284,89.0659895821499,87.8351481407748,100,13824,0,13824,0,17670.6892440455,6.44038334283283,58,58.9022974801516,0,0,52.4619141373187,58.9022974801516,0,0,0.0143691865151141,12.1648518592252,0.22769928010989,0.2,-0.0276992801098903,3846.68924404547,12.8222974801516,0,0,2019-4-7 14_Depositor
58,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 15:00:00.000,15,80.0000000186264,90.7818333671206,88.1233580017132,100,14400,0,14400,0,17999.999995809,5.53089997843988,60,59.9999999860302,0,0,54.4691000075903,59.9999999860302,0,0,1.39698310401097E-08,11.8766419982868,0.226954583364959,0.2,-0.0269545833649594,3599.99999580905,11.9999999860302,0,0,2019-4-7 15_Depositor
59,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 16:00:00.000,16,78.4000000182539,89.0042499950339,88.0856813271594,100,14112,0,14112,0,17999.999995809,6.59745000144355,60,59.9999999860302,0,0,53.4025499845866,59.9999999860302,0,0,1.39698461983547E-08,11.9143186728406,0.227051658097732,0.2,-0.0270516580977322,3887.99999580905,12.9599999860302,0,0,2019-4-7 16_Depositor
60,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 17:00:00.000,17,78.4000000182538,91.2998097770778,85.8709346817691,100,14112,0,14112,0,17999.999995809,5.22011413253794,60,59.9999999860302,0,0,54.7798858534922,59.9999999860302,0,0,1.39698310401097E-08,14.1290653182309,0.232907677948521,0.2,-0.0329076779485212,3887.99999580904,12.9599999860301,0,0,2019-4-7 17_Depositor
61,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 18:00:00.000,18,78.4000000182538,89.0164679828715,88.0735910947842,100,14112,0,14112,0,17999.9999958091,6.59011920874268,60,59.9999999860302,0,0,53.4098807772875,59.9999999860302,0,0,1.39698310401097E-08,11.9264089052158,0.227082826434045,0.2,-0.0270828264340454,3887.99999580906,12.9599999860302,0,0,2019-4-7 18_Depositor
62,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 19:00:00.000,19,57.600000013411,81.9403611011114,70.2950282856756,100,10368,0,10368,0,17999.999995809,10.8357833368103,60,59.9999999860302,1,6.50194998975545,49.1642166492199,59.9999999860302,2949.85299895319,1,1.39698158818646E-08,29.7049717143244,0.284515142645948,0.2,-0.0845151426459483,7631.99999580904,25.4399999860302,0,0,2019-4-7 19_Depositor
63,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 20:00:00.000,20,78.4000000182538,89.3558889270007,87.7390409962825,100,14112,0,14112,0,17999.999995809,6.38646664231258,60,59.9999999860302,0,0,53.6135333437176,59.9999999860302,0,0,1.39698234609871E-08,12.2609590037175,0.227948696189275,0.2,-0.0279486961892754,3887.99999580905,12.9599999860302,0,0,2019-4-7 20_Depositor
64,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 21:00:00.000,21,80.0000000186264,91.1774722747022,87.7409715610453,100,14400,0,14400,0,17999.9999958091,5.2935166339462,60,59.9999999860302,0,0,54.706483352084,59.9999999860302,0,0,1.39698461983547E-08,12.2590284389547,0.227943680633683,0.2,-0.0279436806336833,3599.99999580906,11.9999999860302,0,0,2019-4-7 21_Depositor
65,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 22:00:00.000,22,78.4000000182539,89.1295277683654,87.9618707528711,100,14112,0,14112,0,17999.9999958091,6.5222833374622,60,59.9999999860301,0,0,53.477716648568,59.9999999860301,0,0,1.39698613565997E-08,12.0381292471289,0.227371244254115,0.2,-0.0273712442541156,3887.99999580905,12.9599999860302,0,0,2019-4-7 22_Depositor
66,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-07 23:00:00.000,23,78.4000000182539,90.8878054861718,86.2601969525847,100,14112,0,14112,0,17999.9999958091,5.46731670702398,60,59.9999999860302,0,0,54.5326832790062,59.9999999860302,0,0,1.39698310401097E-08,13.7398030474153,0.231856646594414,0.2,-0.0318566465944141,3887.99999580905,12.9599999860302,0,0,2019-4-7 23_Depositor
67,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 00:00:00.000,0,78.4000000182538,88.5236944621839,88.5638590826609,100,14112,0,14112,0,17999.999995809,6.88578332108644,60,59.9999999860302,0,0,53.1142166649437,59.9999999860302,0,0,1.39698386192322E-08,11.4361409173391,0.225825751126461,0.2,-0.0258257511264613,3887.99999580905,12.9599999860302,0,0,2019-4-8 0_Depositor
68,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 01:00:00.000,1,80.0000000186264,91.1712222332827,87.7469864492195,100,14400,0,14400,0,17999.999995809,5.29726665879699,60,59.9999999860302,0,0,54.7027333272332,59.9999999860302,0,0,1.39698310401097E-08,12.2530135507805,0.227928055530138,0.2,-0.0279280555301382,3599.99999580904,11.9999999860302,0,0,2019-4-8 1_Depositor
69,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 02:00:00.000,2,73.6000000171363,87.0255832839533,84.5728316200868,100,13248,0,13248,0,17999.999995809,7.7846500278155,60,59.9999999860302,0,0,52.2153499582147,59.9999999860302,0,0,1.39698234609871E-08,15.4271683799132,0.236482563216552,0.2,-0.0364825632165519,4751.99999580905,15.8399999860302,0,0,2019-4-8 2_Depositor
70,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 03:00:00.000,3,78.4000000182538,90.8370833561645,86.3083634145915,100,14112,0,14112,0,17999.9999958091,5.49774998502123,60,59.9999999860302,0,0,54.5022500010089,59.9999999860302,0,0,1.39698310401097E-08,13.6916365854085,0.23172725340565,0.2,-0.0317272534056502,3887.99999580905,12.9599999860302,0,0,2019-4-8 3_Depositor
71,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 04:00:00.000,4,80.0000000186264,88.8888888973226,90.0000000124156,100,14400,0,14400,0,17999.999995809,6.66666666005428,60,59.9999999860302,0,0,53.3333333259759,59.9999999860302,0,0,1.39698386192322E-08,9.99999998758442,0.222222222191566,0.2,-0.0222222221915662,3599.99999580904,11.9999999860302,0,0,2019-4-8 4_Depositor
72,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 05:00:00.000,5,78.4000000182538,90.88480549714,86.263044289313,100,14112,0,14112,0,17999.999995809,5.46911670044263,60,59.9999999860302,0,0,54.5308832855875,59.9999999860302,0,0,1.39698310401097E-08,13.736955710687,0.231848993561171,0.2,-0.0318489935611714,3887.99999580904,12.9599999860302,0,0,2019-4-8 5_Depositor
73,Line1,1000027,Depositor,2019-04-07 06:59:57.000,2019-04-08 06:00:00.000,6,78.4570085232065,89.0427605299764,88.1116084634346,100,14112,0,14112,0,17986.9208189678,6.56956662472611,59,59.9564027298927,0,0,53.3868361051666,59.9564027298927,0,0,-0.00640272989273853,11.8883915365654,0.226984847385913,0.2,-0.0269848473859125,3874.92081896782,12.9164027298927,0,0,2019-4-8 6_Depositor
74,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 06:00:00.000,6,0,100,0,0,0,0,0,0,13.0791768412292,0,0,0.0435972561374307,0,0,0.0435972561374307,0.0435972561374307,0,0,0.00640274386256934,0,0,0.2,0,13.0791768412292,0,0,0,2019-4-8 6_Depositor
75,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 07:00:00.000,7,72.0000000167637,85.1611111346645,84.5456324576493,100,12960,0,12960,0,17999.999995809,8.90333331712832,60,59.9999999860302,2,3.01695000319754,51.0966666689018,59.9999999860302,1532.90000006706,1,1.39698234609871E-08,15.4543675423507,0.236558641985657,0.2,-0.0365586419856566,5039.99999580904,16.7999999860301,0,0,2019-4-8 7_Depositor
76,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 08:00:00.000,8,76.8000000178813,88.6813055164693,86.6022433596431,100,13824,0,13824,0,17999.999995809,6.79121668853723,60,59.9999999860302,0,0,53.2087832974929,59.9999999860302,0,0,1.39698310401097E-08,13.3977566403569,0.230940899728702,0.2,-0.0309408997287018,4175.99999580904,13.9199999860301,0,0,2019-4-8 8_Depositor
77,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 09:00:00.000,9,80.0000000186264,90.8106666456161,88.0953779701037,100,14400,0,14400,0,17999.9999958091,5.51360001134661,60,59.9999999860302,0,0,54.4863999746836,59.9999999860302,0,0,1.39698461983547E-08,11.9046220298963,0.227026666561182,0.2,-0.0270266665611816,3599.99999580905,11.9999999860302,0,0,2019-4-8 9_Depositor
78,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 10:00:00.000,10,76.8000000178813,88.7741943964288,86.5116271006914,100,13824,0,13824,0,17999.999995809,6.73548336057452,60,59.9999999860302,0,0,53.2645166254556,59.9999999860302,0,0,1.39698386192322E-08,13.4883728993086,0.23118279785354,0.2,-0.03118279785354,4175.99999580904,13.9199999860301,0,0,2019-4-8 10_Depositor
79,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 11:00:00.000,11,80.0000000186264,90.6675277307203,88.2344561729132,100,14400,0,14400,0,17999.999995809,5.59948336026408,60,59.9999999860302,0,0,54.4005166257661,59.9999999860302,0,0,1.39698386192322E-08,11.7655438270868,0.226668819274025,0.2,-0.0266688192740254,3599.99999580905,11.9999999860302,0,0,2019-4-8 11_Depositor
80,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 12:00:00.000,12,78.4000000182538,88.4536110744295,88.6340298218961,100,14112,0,14112,0,17999.999995809,6.9278333537293,60,59.9999999860302,0,0,53.0721666323009,59.9999999860302,0,0,1.39698158818646E-08,11.3659701781039,0.225646966974068,0.2,-0.0256469669740682,3887.99999580904,12.9599999860302,0,0,2019-4-8 12_Depositor
81,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 13:00:00.000,13,78.4000000182538,91.1515555491492,86.0106001986772,100,14112,0,14112,0,17999.999995809,5.30906666927437,60,59.9999999860302,0,0,54.6909333167558,59.9999999860302,0,0,1.39698234609871E-08,13.9893998013228,0.232529478387567,0.2,-0.032529478387567,3887.99999580904,12.9599999860301,0,0,2019-4-8 13_Depositor
82,Line1,1000027,Depositor,2019-04-08 06:59:57.000,2019-04-08 14:00:00.000,14,76.8000000178814,84.206333361321,91.2045412170367,100,3456,0,3456,0,4499.99999895226,2.36904999525025,15,14.9999999965075,0,0,12.6309500012573,14.9999999965075,0,0,3.49245586524679E-09,8.79545878296327,0.219287326410717,0.2,-0.0192873264107166,1043.99999895226,3.47999999650754,0,0,2019-4-8 14_Depositor
83,Line1,1000023,L1 Line Summary,2019-04-06 18:59:58.000,2019-04-07 00:00:00.000,0,69.0083333494006,70.8254205352365,97.4344138416631,100,49,0,49,0,71.005917143231,17.5047476747824,60,59.9999999860302,0,0,42.4952523112477,59.9999999860302,0,0,1.39698310401097E-08,2.56558615833687,52.0350028300992,50.7,-1.33500283009921,22.005917143231,18.5949999860302,0,0,2019-4-7 0_L1 Line Summary
84,Line1,1000023,L1 Line Summary,2019-04-06 18:59:58.000,2019-04-07 01:00:00.000,1,67.6000000157393,70.317135000484,96.1358849664083,100,48,0,48,0,71.005917143231,17.8097189955629,60,59.9999999860302,0,0,42.1902809904672,59.9999999860302,0,0,1.39698158818646E-08,3.86411503359169,52.737851238084,50.7,-2.03785123808401,23.005917143231,19.4399999860302,0,0,2019-4-7 1_L1 Line Summary
85,Line1,1000023,L1 Line Summary,2019-04-06 18:59:58.000,2019-04-07 02:00:00.000,2,63.3750000147557,65.0687778301807,97.396942324865,100,45,0,45,0,71.0059171432309,20.9587332970118,60,59.9999999860302,0,0,39.0412666890184,59.9999999860302,0,0,1.39698386192322E-08,2.60305767513498,52.0550222520246,50.7,-1.35502225202453,26.0059171432309,21.9749999860301,0,0,2019-4-7 2_L1 Line Summary
86,Line1,1000023,L1 Line Summary,2019-04-06 18:59:58.000,2019-04-07 03:00:00.000,3,69.0083333494006,70.597444373415,97.7490530455904,100,49,0,49,0,71.005917143231,17.6415333718435,60,59.9999999860302,0,0,42.3584666141866,59.9999999860302,0,0,1.39698461983547E-08,2.2509469544096,51.8675101398204,50.7,-1.16751013982039,22.005917143231,18.5949999860302,0,0,2019-4-7 3_L1 Line Summary
87,Line1,1000023,L1 Line Summary,2019-04-06 18:59:58.000,2019-04-07 04:00:00.000,4,67.6000000157393,70.2574721714733,96.2175238112068,100,48,0,48,0,71.0059171432309,17.845516692961,60,59.9999999860302,0,0,42.1544832930692,59.9999999860302,0,0,1.39698234609871E-08,3.78247618879323,52.6931041163365,50.7,-1.9931041163364,23.0059171432309,19.4399999860301,0,0,2019-4-7 4_L1 Line Summary
